"BF_SIGEN1500_014444_NOMNOM_341500_0357","BF_014444_NOMNOM_452000_0237","SBFT_FULL_GV_HOT_0140_VCCMIN_702800_0308","XSHIP_GV133_012121_MINMIN_1332800_0253","BF_014444_NOMNOM_452000_0247","XSHIP_GV200_011717_MINMIN_2003400_0123","XSHIP_GV200_011515_MINMIN_2003000_0143","SBFT_SIGON_1000_NOM_FF","SBFT_FULL_GV_HOT_0140_VCCMIN_702800_0318","SBFT_SIGON_1500_NOM","BF_014444_NOMNOM_452000_0207","BF_014444_NOMNOM_452000_0217","BF_014444_MAXMAX_683000_0544","SBFT_FULL_GV_HOT_0140_VCCMIN_702800_0313","BF_014444_MINMIN_823600_0213","BF_014444_NOMNOM_452000_0227","SBFT_SIGON_2000_NOM","BF_SIGEN2000_VID_014444_NOMNOM_452000_0262","SBFT_FULL_0140_MAXMAX_853400_0903","BF_014444_MINMIN_733200_0433","SCANATPG_SCOREBOARD_0120_NOM_1000","SBFT_FULL_0140_MINMIN_702800_0324","BF_SIGEN1500_VID_014444_NOMNOM_341500_0363","GV_HOT_DT_014444_VCCMIN_642800_0126","SCANATPG_0120_NOM_1200","GV_HOT_DT_014444_VCCMIN_642800_0136","BF_014444_MINMIN_683000_0543","GV_HOT_DT_014444_VCCMIN_642800_0116","SBFT_FULL_0140_MINMIN_903600_0506","SBFT_FULL_0140_MINMIN_853400_0711","BF_014444_MINMIN_773400_0323","BF_014444_MINMIN_642800_0653","BF_014444_NOMNOM_452000_0257","BF_014444_MINMIN_863800_0103","BF_SIGEN1000_VID_014444_NOMNOM_231000_0461","SBFT_SIGON_1800_NOM","SBFT_FULL_0140_MINMIN_753000_1121","BF_SIGEN1000_014444_NOMNOM_231000_0457","SCANATPG_0120_NOM_1000","SBFT_FAFI_0140_MINMIN_702800_0324","SBFT_FULL_0140_MINMIN_803200_0916",
"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,,"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,,,,,,,,,,,"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,,,"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,,,,,,,,,,"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,,"W5091078    175     4 -11"
"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG","G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,,,,,,,,,,,,,,"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,,,"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,,,,,,,,,,"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,,"W5091078    160    -1   2"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1681571P2808874_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_HE_64BIT_GENERIC_INT_MT",,,,,,,,,,,"W5091078    122    -1  -4"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,"W5091078    160     1  -5"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,"W5091078    160     2  -3"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1681571P2808874_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_HE_64BIT_GENERIC_INT_MT",,,,,,,,,,,"W5091078    175    11   1"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,"W5091078    160    -2  -2"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1691561P2325028_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_PMH_FT_T0__B4K_ACFG_ORP_000",,,,,,,,,,,"W5091078    175     5   8"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,"W5091078    160     2   1"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,,,,"W5091078    160   -10   5"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1691561P2325028_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_PMH_FT_T0__B4K_ACFG_ORP_000",,,,,,,,,,,"W5091078    160     3   1"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,,,,"W5091078    175     0  -1"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1681571P2808874_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_HE_64BIT_GENERIC_INT_MT",,,,,,,,,,,"W5091078    122     0  -3"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,"W5091078    122    -2  -2"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,"W5091078    122     2  -2"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1709879P2463754_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_984397015",,,,,,,,,,,"W5091078    122    -2   1"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,,,,"W5091078    122     1   2"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,,,,"W5091078    160     2  -1"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1709879P2463754_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_984397015",,,,,,,,,,,"W5091078    122    -5  -7"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,,,,"W5091078    175     0  10"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,"W5091078    163    -1   1"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,"W5091078    163     1   1"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,,,,"W5091078    163     2   1"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,,,,"W5091078    164     3  -3"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,"W5091078    164     0  -3"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,"W5091078    164    -3   2"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1693176P2325008_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_PMH_FT_T0__B4K_ADG_ORP_000",,,,,,,,,,,"W5091078    164    -1  -4"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,,,,"W5091078    122    -3   2"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1709879P2463754_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_984397015",,,,,,,,,,,"W5091078    164    10  -4"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,"W5091078    164    -1  -3"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,,,,"W5091078    164    -2   1"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,"W5091078    177    -1   2"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1709879P2463754_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_984397015",,,,,,,,,,,"W5091078    179    -2  -3"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,"W5091078    175     6  -8"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,,,,"W5091078    179    -1   1"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,"W5091078    175     2  -4"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,,,,"W5091078    179     3   0"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1693176P2325008_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_PMH_FT_T0__B4K_ADG_ORP_000",,,,,,,,,,,"W5091078    157    -1  -8"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,"W5091078    179     2   2"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1709879P2463754_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_984397015",,,,,,,,,,,"W5091078    175     2  -2"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,"W5091078    177     2   1"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,"W5091078    177     2  -3"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,"W5091078    175     2   0"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,"W5091078    175     0   1"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1681571P2808874_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_HE_64BIT_GENERIC_INT_MT",,,,,,,,,,,"W5091078    177     2  -2"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,"W5091078    167     3   1"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,"W5091078    167     2   1"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,"W5091078    167     2   2"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1681571P2808874_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_HE_64BIT_GENERIC_INT_MT",,,,,,,,,,,"W5091078    125    11  -4"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,"W5091078    167     2  -1"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,,,,"W5091078    164    -1   2"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,,,,"W5091078    160    -1  -4"
,,,,,,,,,,,,,,,,"G1404515P2449310_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_HE_CREG_TEST3_ORP_000",,,,,,,,,,,,,,"G1691561P2325028_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_PMH_FT_T0__B4K_ACFG_ORP_000",,,,,,,,,,,"W5091078    160     4   1"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,,,,"W5091078    160     2  -2"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,,,,"W5091078    175    -3   2"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,"W5091078    175    -1   2"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,,,,"W5091078    164     7  -8"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,"W5091078    121     2  -2"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,"W5091078    122    -2  -1"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1675818P2324598_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_UL1_FT_T0_WCB_SNOOP_EVICTIONS_ORP_001",,,,,,,,,,,"W5091078    122     5  -8"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,"W5091078    177    -2  -8"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,"W5091078    122    -1  -5"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,,,,"W5091078    163     3   2"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,"W5091078    163    -1   2"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1709879P2463754_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_984397015",,,,,,,,,,,"W5091078    163     2   2"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,"W5091078    179    -4  -7"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,"W5091078    164     0  -2"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,"W5091078    164    -3  -8"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1709879P2463754_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_984397015",,,,,,,,,,,"W5091078    179     3  -4"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,"W5091078    179     4  -2"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,"W5091078    177     2  -4"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,,,,"W5091078    179    10  -1"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,"W5091078    179     5   1"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,"W5091078    179    -2  -2"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,"W5091078    179     3   1"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1709879P2463754_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_984397015",,,,,,,,,,,"W5091078    175     7  -8"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,"W5091078    175    -2  -2"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,"W5091078    175     1  -2"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,"W5091078    177     3   1"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,,,,"W5091078    177     0  -1"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,,,,"W5091078    177    11  -4"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,"W5091078    175    10  -5"
,,,,"G1704896P2245118_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_SAAT_DRCAM_MIS_ST3_FT_T1",,,,,,,,,,,,,"G1685516P2242738_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_KNICVT",,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,,,,,,,,,,,,"W5091078    164    -7 -10"
,,,,,,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,,,,,,,,,,,,,,,"W5091078    132     3 -12"
,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,,,,,,,,,,,,"W5091078    125   -10   6"
,,,,,,,,,,,,,,,,,,,"G1682860P2338486_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_T3THR_NE1_038_DAC",,,,,,,,,,,,,,,,,,,,,,"W5091078    167     9  -9"
,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,,,,,,,,,,,,"W5091078    167   -11  -5"
,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,,,,,,,,,,,,"W5091078    125     5 -10"
,,,,,,,,,,,,,,,,,,,"G1681571P2808874_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_HE_64BIT_GENERIC_INT_MT",,,,,,,,,,,,,,,,,,,,,,"W5091078    125    10  -7"
,,,,,,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,,,,,,,,,,,,,,,"W5091078    132   -11   4"
,,,,,,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,,,,,,,,,,,,,,,"W5091078    132   -10   5"
,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,,,,,,,,,,,,"W5091078    160     9  -7"
,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,,,,,,,,,,,,"W5091078    122     0 -10"
,,,,,,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,,,,,,,,,,,,,,,"W5091078    175     3   2"
,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,,,,,,,,,,,,"W5091078    122    -2 -10"
,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,,,,,,,,,,,,"W5091078    175   -12   2"
,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,,,,,,,,,,,,"W5091078    175    -7   9"
,,,,,,,,,,,,,,,,,,,"G1681571P2808874_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_HE_64BIT_GENERIC_INT_MT",,,,,,,,,,,,,,,,,,,,,,"W5091078    122     8  -9"
,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,,,,,,,,,,,,"W5091078    175    -8   8"
,,,,,,,,,,,,,,,,,,,"G1681962P2396084_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_CREVDETD_MULTEVENTS_T0_4",,,,,,,"G1681962P2396084_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_CREVDETD_MULTEVENTS_T0_4",,,,,"G1681962P2396084_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_CREVDETD_MULTEVENTS_T0_4",,,,,,,,,,"W5091078    164     4  -9"
,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,,,,,,,,,,,,"W5091078    121   -12  -1"
,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,,,,,,,,,,,,"W5091078    121    -8   8"
,,,,,,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,,,,,,,,,,,,,,,"W5091078    122    -9   7"
,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,,,,,,,,,,,,"W5091078    179     0  -9"
,,,,,,,,,,,,,,,,,,,"G1709879P2463754_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_984397015",,,,,,,,,,,,,,,,,,,,,,"W5091078    179     6  -9"
